,perplexity,prediction,percentage,entropy_rate,rates
121,51.14,Human,0.0,0.8007774447010287,"[0.8978356000364862, 0.7465968463881099, 0.7824307182197252, 0.7183806957446629, 0.7252945639162829, 0.8490097491670878, 0.7394665726668007, 0.6860432669332476, 0.7458979530915182, 0.8560357042295679, 0.738505526913403, 0.7745427499484816, 0.7425605853781346, 0.7961325462112515, 0.7552310107322977, 0.8743334182731909, 0.8684971209667195, 0.9294402639196077, 0.8875694948158371, 0.7501834865907128, 0.7275723366106428, 0.7157130751506564, 0.7581452812386883, 0.8936687120364278, 0.7372096660282403, 0.7713907185233965, 0.7502103916437086, 0.7496872527514714, 0.828281685600476, 0.8894803592167293, 0.8738386521195524, 0.8278592052124292, 0.8041125500219583, 0.8909587009814645, 0.8778974497354389, 0.7606709168441821, 0.8990764990701888, 0.7381489651009441, 0.8696614834427667, 0.8660119369460317, 0.7382915203236594]"
122,27.66,Human,3.68,0.6354488767750887,"[0.885379408770169, 0.8759682667625409, 0.7419185186051048, 0.9143163680811358, 0.7141904130556149, 0.7122048792896264, 0.7580094964217208, 0.0, 0.7527482010581809, 0.7345368430194639, 0.6667089981182819, 0.0, 0.7476115028596562, 0.0, 0.0, 0.0, 0.0, 0.7231913719301697, 0.7155084865560846, 0.9223628433830073, 0.7476115028596562, 0.8008263360441118, 0.0, 0.7421078046437828, 0.9210480746587836, 0.6329939449124572, 0.0, 0.7692576132720899, 0.8465348548436008, 0.9388983316319808, 0.9085209463094067, 0.7979549748984796, 0.7698246710278506, 0.7745780070163032, 0.7093866299774055, 0.9277465461943029, 0.694062671622074, 0.9017060147181888, 0.8390500246279002, 0.7660131382243832, 0.7006262623851099]"
123,41.81,Human,9.62,0.5324469167458622,"[0.7367758391799882, 0.6694540589374591, 0.0, 0.6484001855471704, 0.6217169619487734, 0.0, 0.7047658736042787, 0.0, 0.0, 0.6784375209572063, 0.0, 0.0, 0.6957958746953412, 0.6855371998906714, 0.7673514669185878, 0.6696551100863081, 0.0, 0.6850147664840458, 0.6896743192842124, 0.7102596478598745, 0.6596322142718691, 0.6733013769859515, 0.0, 0.0, 0.0, 0.6473301869615307, 0.7864869850540573, 0.6969784081510574, 0.7391769589174976, 0.6808866968168489, 0.7215696270856053, 0.6861169593316879, 0.6804188874199066, 0.7578367811047498, 0.6699974532007813, 0.7214167511660777, 0.8012677503607644, 0.7890017429170924, 0.7887730063378917, 0.672076812528585, 0.6952161625744762]"
124,17.32,AI,16.56,0.26211983269330635,"[0.8732264230524026, 0.6981528572768773, 0.0, 0.6158997678538634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7080484381167558, 0.4393630965562998, 0.0, 0.0, 0.6311231342529391, 0.7568824532969027, 0.0, 0.7120419026337679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6009256206549809, 0.6180455502965783, 0.0, 0.0, 0.739562796125456, 0.6219700376180005, 0.6664101963240033, 0.6517183730630074, 0.7219925034138799, 0.6915499898898474, 0.0, 0.0, 0.0]"
125,32.8,Human,7.67,0.4647238076246454,"[0.0, 0.6600634726111021, 0.6267584254512495, 0.0, 0.0, 0.0, 0.6436987921611104, 0.0, 0.7806162130436, 0.7702084475514394, 0.7141745927323129, 0.0, 0.0, 0.8183395764657744, 0.727984818729166, 0.8666484102863902, 0.8406806455010596, 0.0, 0.6594596095316902, 0.0, 0.0, 0.6786525579834731, 0.7433524811505791, 0.6873988208831651, 0.0, 0.0, 0.0, 0.0, 0.6379415077254602, 0.6585427041209848, 0.7262778062191267, 0.8648681622119623, 0.723682635645492, 0.7886987953075867, 0.0, 0.8046725966221301, 0.8713896424100588, 0.7288593924780795, 0.7106041567224087, 0.6563788648668093, 0.663722984198256]"
131,39.94,Human,9.13,0.30970071846107394,"[0.0, 0.0, 0.0, 0.0, 0.7126623880608657, 0.0, 0.0, 0.495058782726336, 0.0, 0.0, 0.0, 0.6906478062594463, 0.0, 0.6675273117983056, 0.0, 0.0, 0.0, 0.7064222417661097, 0.6477111816518756, 0.0, 0.0, 0.6800606902940256, 0.0, 0.7276651139820777, 0.0, 0.7032259163763454, 0.6576531144644475, 0.0, 0.7474399362548709, 0.0, 0.6082568386472423, 0.0, 0.7036405935299077, 0.6664840855332229, 0.6610531670240274, 0.6331311243495928, 0.0, 0.0, 0.6424651419362696, 0.6435387463171827, 0.70308527593188]"
132,40.82,Human,7.17,0.9848294348775793,"[0.8142741321761839, 0.8624638102315964, 1.0606220026558206, 1.0914000183492898, 0.9931581070958312, 0.897158518624432, 0.9386799229307731, 0.9226544551568683, 1.1736646627426575, 1.1159814757857462, 0.928260661576249, 0.6914021701816413, 1.0389049516026811, 0.95803333654716, 0.9662478808027286, 0.9498715929263721, 0.9711201589219781, 0.980629848062383, 0.9890060707721277, 0.8430077491795228, 0.9325179902826222, 0.8631093841617277, 0.9281202557069218, 0.9249202346933912, 0.9666259790107888, 1.106167025879959, 1.0375689913621122, 1.0540330172589714, 0.9178422461424385, 1.0686083648389484, 1.0097254923126606, 0.9392446973347911, 1.1551207087083988, 1.088750074824707, 1.089314494579527, 0.9988525405044226, 1.0181463446732713, 0.959613229008215, 1.0854427972601643, 1.0026130131362871, 1.0451284219783818]"
133,34.6,Human,0.81,0.6410978911644047,"[0.7419812173909144, 0.8691024237252275, 0.7415630628820946, 0.0, 0.6519188587569373, 0.7679438771801101, 0.7664391352495094, 0.7421252816067712, 0.7611244682538627, 0.0, 0.7157236614765807, 0.0, 0.7742473825918716, 0.8309724589756008, 0.7507052386001002, 0.7383642332112008, 0.9064060149266135, 0.0, 0.7771596146836337, 0.8170321388805479, 0.0, 0.7347037537394115, 0.8384289560242796, 0.0, 0.7215756865239804, 0.0, 0.7148890050419509, 0.7760914597366387, 0.7341026848365502, 0.7192623722160103, 0.7853230159397225, 0.741441939390524, 0.8681355488247025, 0.7581366966899545, 0.867594500091717, 0.8848874630721464, 0.7464786522967141, 0.700071036710377, 0.7289359187245118, 0.869305462486601, 0.7428403170032235]"
134,49.58,Human,0.0,0.7859641235741313,"[0.7609034346165475, 0.7920485521915613, 0.7932333191592823, 0.7771179648536078, 0.7698748347705558, 0.768011864850955, 0.7731269181371458, 0.9918902815776822, 0.8038519385513188, 0.7573910879450028, 0.7610758053310971, 0.7601260174489531, 0.7633172856360304, 0.774292023009613, 0.0, 0.9375978127031002, 0.7657985380469804, 0.9046633748258219, 0.747587050335076, 0.7655848010657944, 0.765259340784316, 0.9709764591474316, 0.7837813382521347, 0.0, 1.005266607251646, 0.760109016941873, 0.7603510354807084, 0.8803326505212071, 0.7700232950554762, 0.9510566039806229, 0.7755655647319393, 0.8015320473865084, 0.8482152314550742, 0.9443321499763397, 0.9301842777043119, 0.76160939939876, 0.7710785960264623, 0.9541522119153311, 0.7555296258776202, 0.9620144801565057, 0.9056662294389869]"
135,51.69,Human,7.4,0.8591501185466368,"[0.8020460390725381, 0.8099965997140145, 0.8406761355185465, 0.9820334075320881, 0.7786391055596792, 0.7782990140684286, 0.8088044616061287, 0.8358402279295233, 0.7722144678299709, 1.0477094726752116, 0.8481379573580451, 0.7752308886435544, 0.7946202796383174, 0.7962166506386562, 0.7785138590785111, 0.7842655372278386, 0.7555161788660936, 0.8031722240571927, 0.8449412546095688, 0.7669208547011179, 0.9624816066292483, 0.8565805992062836, 0.9981738801861496, 0.7912471385237658, 0.814275481499863, 0.8045429804435453, 0.9890940537553461, 1.0237016843794418, 0.7890828463297, 0.9307898661916535, 1.0486688989192259, 0.8135174357895675, 0.9872616219676267, 0.8184227708953895, 0.7957447964004648, 0.8082682708237101, 1.0460250807283604, 0.8445474293524667, 0.818456967503094, 0.818284442248957, 1.0621923923132253]"
137,38.69,Human,20.46,0.5097493422326741,"[0.6224876268891539, 0.5712853862210442, 0.6193065868639043, 0.6263766463693984, 0.6791669885707624, 0.7403227316620121, 0.0, 0.7456430202481914, 0.0, 0.6279410880827238, 0.7157344475283642, 0.0, 0.0, 0.6253593378047194, 0.0, 0.0, 0.6222028942282878, 0.6257941956599155, 0.6312418932314406, 0.0, 0.0, 0.6449695342718996, 0.0, 0.6537214195699087, 0.7518135396734743, 0.7261520685711365, 0.0, 0.7181060401039965, 0.6106097463962875, 0.6222895612186388, 0.6231371199014164, 0.7805603328687436, 0.6143192112653774, 0.6168878653562497, 0.7214753180888237, 0.7365195660297055, 0.7301068579273585, 0.706114368414293, 0.6570570338017369, 0.7312565228435605, 0.8017640818771166]"
140,24.24,Human,28.84,0.5195646353058643,"[0.7981941373755338, 0.0, 0.680955812529843, 0.7887626496725045, 0.831382656591498, 0.0, 0.9273812274940453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7688218612753656, 0.8238552510841313, 0.796644794766387, 0.0, 0.0, 0.7810991019707587, 0.8452177732677789, 0.6472229014306451, 0.0, 0.8808736911027969, 0.6792923052834668, 0.0, 0.6965427303706258, 0.7935555372145346, 0.0, 0.0, 0.8388242990189545, 0.8467427595071427, 0.7776589802289945, 0.7351878929366203, 0.7865445193153272, 0.7584162609843478, 0.8188759532120513, 0.9163107889129883, 0.7347486929021279, 0.7708848669689254, 0.773860349830999, 0.8042922522920454]"
141,34.58,Human,0.0,0.7443729693132988,"[0.696234280353278, 0.7180661502623857, 0.6781426331766802, 0.7389682137416245, 0.0, 0.8247486524498704, 0.8306617929198697, 0.6956085678954759, 0.7015763622338963, 0.6910996406683722, 0.7116706646926949, 0.7992856623846079, 0.7081425312852463, 0.7027941726409602, 0.8960207805745486, 0.8682846721508467, 0.7897889513406637, 0.6613017014568551, 0.8864382809076332, 0.7428004193351964, 0.6727594357880141, 0.8238264169892449, 0.5487798972064618, 0.6931874220918035, 0.7114563479237533, 0.7560720919187759, 0.9017454000351283, 0.6397233467870929, 0.7597922856337795, 0.8463706936541283, 0.7209220013715296, 0.699961954390825, 0.8392719777992085, 0.8590651833697938, 0.7665157058303078, 0.7463737738200983, 0.6989291450852287, 0.9047131269231233, 0.8549385626856143, 0.8432325979761759, 0.8900202440944589]"
142,71.64,Human,1.24,0.7828334196216881,"[1.0143782224831697, 0.812821064242936, 0.8264679931126295, 0.7447715806971807, 0.7832918522162243, 0.8225095186904507, 0.841147371417615, 0.857491973001464, 1.0277055304117688, 0.8438222654314028, 0.0, 0.7769884339614265, 0.0, 0.8552985542778975, 0.8262258394487284, 0.8141768989410265, 0.9635752988273655, 0.8519837744493117, 0.822228838926764, 0.9068082480394408, 0.7568642940599776, 0.0, 0.8977236735422134, 0.7806427120676014, 0.7905719417936107, 0.7485347476468985, 0.8316453995576161, 0.7918591759846124, 1.0378073300150312, 0.8583321856140887, 0.957994298123846, 0.7878161109352554, 0.7940334526887745, 0.7672595398215094, 0.9702234579623952, 0.7315071374684388, 0.9626673437668066, 0.7874478499843452, 0.8948463638871668, 0.7757897617413717, 0.7809101692508517]"
143,52.31,Human,0.64,0.7561805031506416,"[0.7242954456636738, 0.8574868772347484, 0.0, 0.9582508536609294, 0.7252999968827787, 0.7688440198106447, 0.7555430579089302, 0.976442629616594, 0.7618409508442063, 0.8911232033702104, 0.6434509494153784, 0.9900341430021538, 0.7118543097104881, 0.7538591022696657, 1.0128214738425172, 0.7610490448770663, 0.8628256182686092, 0.672838568258038, 0.7375804459526979, 0.9026041234909151, 0.6029763277447312, 0.6166737692700799, 0.8222795318144386, 0.7566304267434687, 0.7275796092627481, 0.7450987461490821, 0.7504016577203013, 0.596580145882132, 0.7604530411139586, 0.7673768000667553, 0.8009246982667032, 0.9723667285539228, 0.922774080216459, 0.8899248056178952, 0.8531297474063694, 0.7451323352008169, 0.9196557629471418, 0.0, 0.7155009620470226, 0.8370266130558351, 0.7328700260161971]"
144,46.66,Human,0.77,0.6161937309928778,"[0.0, 0.7092929034722099, 0.7957813662241129, 0.9431754634782442, 0.6290955637050314, 0.6906652175445019, 0.9452684680667359, 0.9627057945163872, 0.0, 0.6806424782962791, 0.7738259560745563, 0.0, 0.7710269615107762, 0.0, 0.9629311850014826, 0.0, 0.507622425917449, 0.8118945515979691, 0.0, 0.8146087931613771, 0.8024947533216129, 0.5794692651662159, 0.0, 0.8203836964883197, 0.7790922111287089, 0.0, 0.7379888740691067, 0.0, 0.9558846205050815, 0.7999682665518169, 0.6808470028895692, 0.9114383774013534, 0.9257680799525172, 0.7333918816897204, 0.7067862460863681, 0.8120379172476132, 0.7671855063972641, 0.8586521728202832, 0.8852151771998874, 0.8084075628412706, 0.7003942303841706]"
145,57.11,Human,2.94,0.7710822357461562,"[0.7276069342513148, 0.7695070510367263, 0.7486003507542502, 0.9540524494384572, 0.8735947655795139, 0.6909708734769882, 0.8266626717455999, 0.9521112882422298, 0.8079284402867266, 0.5500896372810804, 0.7723048881918593, 0.8178832490040927, 0.7523911121083178, 0.69939427136259, 0.7276069342513148, 0.0, 0.7437510375029893, 0.8518859547262811, 0.7432213499435122, 0.91094476104187, 0.7369573245777915, 0.7740214560122699, 0.7748071458938913, 0.8264383787330963, 0.7613053042904162, 0.7906454509409082, 0.58903955507064, 0.6838267465121259, 0.7975651988511663, 0.7717141859060039, 0.7748143056440762, 0.9449883136438226, 0.7780021489288911, 0.8445392970161574, 0.962022472180302, 0.8576917596920584, 0.7881252331702185, 0.8072586021321931, 0.9227716664406119, 0.7634899725768514, 0.743839127153193]"
147,44.22,Human,34.88,0.8102889745583548,"[0.7961861951683058, 0.7953564398993367, 0.813025159828744, 0.7650781865398315, 0.7819584419129666, 0.8030245025969139, 0.7798783695154109, 0.7794359236485532, 0.8159784812199906, 0.765460246603085, 0.7654643170912862, 0.8597019141451245, 0.0, 0.7664074202919736, 0.9266629029840211, 0.9796956209761516, 0.7713312518790019, 0.7795601226681129, 0.780498694573123, 0.7873870719806919, 0.9792313940307125, 0.7652063394494099, 0.7913240670609696, 0.8206000872163334, 0.8923798714062489, 0.796705056072561, 0.7967414675076624, 0.9838844046796917, 0.8658136845946316, 0.8322183444386696, 0.7735252343111002, 0.9689041943284205, 0.7656620792642199, 0.9601830157769713, 0.7614994351557199, 0.7757743510108911, 0.7776856016769169, 0.9155502000299095, 0.9001469406032722, 0.8050936674156562, 0.9816272573399546]"
149,48.28,Human,22.79,0.5708043021619125,"[0.8653752836236792, 0.7794041516790498, 0.7553115822750402, 0.0, 0.7320900847821206, 0.6451699043940204, 0.7629611636638582, 0.8343773062369516, 0.7536752575512121, 0.0, 0.0, 0.0, 0.7564866480006284, 0.0, 0.0, 0.0, 0.6915784422678042, 0.7774798484890076, 0.7783078747102763, 0.0, 0.0, 0.7289684582993962, 0.658938845306828, 0.8001805028071143, 0.697893941187908, 0.0, 0.7082391614878197, 0.6899231746641751, 0.8340768372168298, 0.8832767636652963, 0.727342151428634, 0.8510057064045924, 0.7847059329517599, 0.7265919832372592, 0.7529229743126866, 0.7952717433570741, 0.7561745614028053, 0.685968266235252, 0.7900213937068542, 0.6781482443070065, 0.7211081989854699]"
153,65.32,Human,3.0,0.7417918801051374,"[0.0, 0.7954627513821729, 0.0, 0.0, 0.7820500800922338, 0.6922085518450194, 0.7742246414219265, 0.9448029110138169, 0.9898325714529339, 0.0, 0.8810694631577338, 0.8608830519907735, 0.743068317309319, 0.7374343508313702, 0.7609386773281098, 0.7669285859163105, 0.7980488548130446, 0.9749196340768248, 0.7366629498534777, 0.7698159648031337, 1.0022577706725817, 0.8383878312537864, 0.8341922266477784, 0.7674646661587856, 0.0, 0.7953712649928347, 0.8224021042673342, 1.045717872691461, 0.9500038379559393, 0.7475289302946809, 0.9177571384954367, 0.8763352277829267, 0.8110436152217744, 0.9544734542314212, 0.697077209185917, 1.0038085397762069, 0.7892340892423003, 0.9569258058561495, 0.9850397740257238, 0.7754875333271657, 0.834606834942233]"
155,29.39,Human,1.46,0.6803945956457943,"[0.6532424126979004, 0.7263412743376665, 0.5994322630893595, 0.6260954737660954, 0.8271148078542133, 0.5589447952047869, 0.6740735431409335, 0.7090245585828684, 0.7063251274143144, 0.7058203656276192, 0.655310979841257, 0.7019351049722672, 0.6788227211783607, 0.7201367571674164, 0.7189220660238884, 0.0, 0.8000255189311601, 0.7667604414894215, 0.6670273110187137, 0.6449359888177201, 0.6583823472482877, 0.7931623172270389, 0.7718023940611709, 0.6724280167079003, 0.7686226107650646, 0.7364562974773798, 0.0, 0.6439232869101713, 0.8081386119675947, 0.664951937492476, 0.7239604425452539, 0.8005951579851425, 0.7414448904216414, 0.6612337477600219, 0.7989299675467447, 0.7266028668903908, 0.8100840317708905, 0.71710380141796, 0.774553646961868, 0.7549721368364388, 0.7285384003281673]"
158,51.18,Human,0.0,0.7346844969625876,"[0.6984760371059622, 0.6889036938111862, 0.6929420593924085, 0.7141596155764756, 0.7693746231402679, 0.695949141705, 0.7382317297446335, 0.6732263283718055, 0.8060438142736779, 0.6828845723485734, 0.713124301563631, 0.7584556641440642, 0.6851154781678598, 0.7164139228652467, 0.7290556929957731, 0.7896216834953614, 0.7232967577041778, 0.5803924199574937, 0.6898906980795275, 0.7669598088096592, 0.7859253997680585, 0.7829535637197912, 0.8554280507184271, 0.6663368115836573, 0.7322319203787265, 0.6699773373396356, 0.6684345504397561, 0.7655717131479799, 0.7886135952924875, 0.7617581719484917, 0.703975788160241, 0.7523502572692089, 0.81977248889392, 0.7480437649602933, 0.7004613196485652, 0.8195891359353921, 0.7173397491595602, 0.6938273487402875, 0.7997907555645399, 0.7993332442978986, 0.7778313652463774]"
159,49.7,Human,2.24,0.6018388345298433,"[0.7450916129804059, 0.0, 0.7081438746788529, 1.0521373767900828, 0.983593876332366, 0.7426162154636161, 0.0, 0.0, 0.0, 0.728573244948626, 0.0, 0.0, 0.7411968475098589, 0.7228885798892974, 0.7137746554675282, 0.0, 1.0481928636523727, 0.9855182139100556, 0.0, 0.7079105045572699, 0.0, 0.0, 0.8371050340501971, 0.7411968475098589, 0.9177113210430755, 0.720989960417725, 0.7295704918419446, 0.0, 0.9200987048745184, 0.6943994483064378, 1.0378647561614385, 0.9837340652821502, 0.7163563543595808, 1.0367463175598322, 0.6925619277253112, 0.846183164330135, 0.9999735867817486, 0.7239165050045482, 0.7292202887211829, 0.6954537563930738, 0.7726718191804827]"
160,41.59,Human,11.65,0.7037861618057175,"[0.7036802733422374, 0.7232533734527126, 0.6923432877371356, 0.7216510949418272, 0.0, 0.7062312892104715, 0.7525381713030718, 0.7522220430146509, 0.6718942206854764, 0.6644534916622855, 0.9907186448259279, 0.9752258176878391, 0.9884697099749994, 0.7151054504530673, 0.7871987350436245, 0.0, 0.0, 0.7371456682286541, 0.0, 0.723091663309735, 1.0566028291656637, 0.0, 0.7677651209654969, 0.6804820247620647, 0.9092615517632837, 0.7471794517380776, 0.7335209013093996, 0.7277713061576597, 0.728747526716622, 0.7154303585826399, 1.0197308574143384, 0.8447335013893482, 0.8706348501663487, 0.7013028881018697, 0.9820607131696207, 0.8949288098185695, 0.7606707716901924, 0.9647079735903198, 0.7385732207566346, 0.7681450153170053, 0.9377600265855482]"
161,74.51,Human,2.62,0.7779782287116892,"[0.870975949240205, 0.8377903381975741, 0.7306434206447963, 0.7508651839456927, 0.8875057267819112, 0.7061190295791733, 0.7183407694817859, 0.8643189192889864, 0.8018498335726805, 0.698583003509438, 0.8310028793380952, 0.7345640461255319, 0.7320726336279376, 0.7258947074438034, 0.7274773466330309, 0.7288234489975342, 0.7725115574493815, 0.731880258340021, 0.741770503512679, 0.9402606734570038, 0.7150689202070016, 0.7439469349758024, 0.8103745215958597, 0.7468024761356511, 0.7174010062645764, 0.7299230273084385, 0.7223634570220481, 0.6816847935674621, 0.8841885557906438, 0.8004580657310284, 0.8682320683831186, 0.8555349681008005, 0.768176005107981, 0.7948178276846487, 0.8807100691746886, 0.7420040379248497, 0.7414161099277872, 0.9117447864594458, 0.7273606433777989, 0.7205853675582937, 0.8010635057140585]"
217,40.3,Human,5.24,0.4572595350847647,"[0.0, 0.0, 0.5874522860752381, 0.0, 0.0, 0.0, 0.5461602690306911, 0.6769513080285313, 0.0, 0.6023322046339084, 0.0, 0.6985462268725556, 0.5598114526531719, 0.8238555508072892, 0.8285137717759979, 0.7501971732376518, 0.0, 0.4546604067837019, 0.5521219028067905, 0.0, 0.5668171030670274, 0.6944624150202603, 0.8314824857774011, 0.5111767638224928, 0.0, 0.6860754621244675, 0.781760361429787, 0.0, 0.0, 0.0, 0.0, 0.8444160326407048, 0.7329876092080682, 0.7010221536296544, 0.7220473559528906, 0.8597478267406399, 0.7858764643810715, 0.7428275724099086, 0.6127582639052245, 0.7863602313310744, 0.8072202843291517]"
219,36.26,Human,0.23,0.4634168172123596,"[0.638571071330172, 0.6819789323451576, 0.7107223034479707, 0.0, 0.0, 0.7466915212686124, 0.0, 0.0, 0.465223199159239, 0.6340868332938707, 0.0, 0.0, 0.0, 0.716644293374459, 0.0, 0.0, 0.7072193824643649, 0.771424810237527, 1.0285221291390003, 0.0, 0.0, 0.9013802014056886, 0.0, 0.0, 0.0, 0.6244508729738911, 0.0, 0.8414952115632116, 0.0, 0.0, 0.9894421550929721, 0.8730858509080761, 0.7102728445022588, 0.6792164717684892, 0.8807589660242653, 1.0165241765979727, 0.7222186993994352, 0.9090343139133537, 0.7998431478101397, 0.9655647376825229, 0.9857173800040928]"
220,26.33,Human,0.0,0.7332752582197507,"[0.9586229837965448, 0.0, 1.0101989491241388, 0.7631137910526039, 0.9792081736690722, 0.7658616156773225, 0.769291223082346, 0.7779077062209042, 0.0, 0.0, 0.7422471543905694, 0.9015638444552619, 0.8538407644953814, 0.0, 0.757545854277359, 0.0, 0.7689016129706001, 0.7680794374477188, 0.8825099501797292, 0.7537305031190509, 0.7563198969995941, 0.7721918891742284, 1.0054255072605183, 0.7638736839820347, 1.062185205770284, 0.7464356209928006, 0.7490981412980955, 0.7436776698111245, 0.7651154476297278, 1.0149183401057893, 0.7835139459240027, 0.7625130173736225, 0.0, 1.008363994593685, 1.01712948578992, 0.8566043704332108, 0.8111150557197647, 0.9614164706188766, 1.0380391614730824, 0.9808561255926473, 1.0128689925081633]"
221,16.77,AI,4.11,0.579124881258757,"[0.0, 0.7254197002655889, 0.0, 0.6267164010506688, 0.9085203016781477, 0.0, 0.8582195569271973, 0.7335555244563526, 0.0, 0.6804596022775933, 0.7092780964468253, 0.7542438125179288, 0.7489079702255875, 0.8246039670023315, 0.0, 0.7324757698753958, 0.7335159941104833, 0.6899415498676037, 0.7773291056906011, 0.7402069259927146, 0.0, 0.8879002459831402, 0.0, 0.7003904667968961, 0.7266766527543449, 0.7459325959191121, 0.0, 0.7396300907442872, 0.8641844488573039, 0.0, 0.7115829052498583, 0.0, 0.7238490487172055, 0.7942046443536682, 0.7679420068075191, 0.8648882664118894, 0.8131094195749541, 0.7215186904796242, 0.8532544628754144, 0.8744104382784436, 0.7112514694203614]"
222,27.65,Human,4.77,0.6245771584259121,"[0.0, 0.6875920938614032, 0.0, 0.6744087384020079, 0.7378207869342214, 0.742577197505251, 0.6959828764080227, 0.6574578098890308, 0.9900198442568722, 0.7505330087117001, 0.7383675920065386, 0.7349601347456666, 0.6799709222836711, 0.0, 0.890877734989731, 0.7265366334513665, 0.6848938613866499, 0.0, 0.8632011417247076, 0.7715913046468282, 0.6741499082296677, 0.7408100927606148, 0.0, 0.6708365793475823, 0.9193005430190186, 0.697987094032165, 0.0, 0.0, 0.6737007494213038, 0.9191752142301741, 0.0, 0.6979706354561716, 0.7394375516065476, 0.8260759297461677, 0.9685211788037098, 0.7929942363998366, 0.7356926284368878, 0.8587952832740058, 0.7936203906491988, 0.9707759378023996, 0.9010278610432874]"
223,24.22,Human,0.0,0.684446474665096,"[0.7699484622877655, 0.7200814054282824, 0.0, 0.0, 0.7909872535971081, 0.7274453700995896, 0.7153533751932651, 0.6737687729956278, 0.7414873853357863, 0.0, 0.7676293967164601, 0.7503991994492802, 0.0, 0.858281499051428, 0.7722832298597346, 0.7275632843804688, 0.7235164045444539, 0.845061129212938, 0.726109237079665, 0.7254987200021943, 0.7640759603491158, 0.7767127837026199, 0.8262466821034803, 0.883785941181671, 0.7446803031533087, 0.0, 0.7824341077787328, 0.7661736750086375, 0.7454062932656669, 0.8202403520806937, 0.7093110241060899, 0.8659548020097261, 0.7689835769444129, 0.8480449387618563, 0.7371637907425874, 0.7933565715306788, 0.8632205338387392, 0.8277173119204312, 0.8524999046260647, 0.7610978991616076, 0.8897848837687632]"
224,43.16,Human,0.4,0.7597794622901523,"[0.9708273575486126, 0.0, 0.8357478453943722, 0.7972909740983185, 0.0, 0.7810726246189316, 0.7514750535451391, 0.7490812529142511, 1.0336052104512696, 0.0, 0.7721500778523216, 0.7386241532062956, 0.0, 0.7881100242344976, 0.8194032289919502, 0.8547212025252633, 0.9127846296760286, 0.8444015833460199, 0.7677982948242206, 0.979397832369476, 0.7750320475296499, 0.7678045936801545, 0.7860711419055295, 0.7799236057032487, 0.8558549827825277, 0.770604280736239, 0.8640013016352431, 0.8840204638749195, 0.7838271182779376, 1.001325172094999, 0.8536537473077292, 0.8266395649524517, 0.7685775589578433, 0.8144910821223079, 0.8243044849718305, 0.9558003455009353, 0.9318162013643405, 0.8987381546417976, 0.7559654224953752, 0.8589729929231161, 0.997042344841098]"
225,6.77,AI,2.81,0.37289430364107456,"[0.6167284777702993, 0.0, 0.6344270127854789, 0.6427581903508688, 0.0, 0.7356272590881072, 0.424119150700819, 0.5641842329933442, 0.0, 0.6410333200471517, 0.0, 0.0, 0.5790260097043929, 0.0, 0.4737715175199435, 0.0, 0.4294989306407775, 0.0, 0.0, 0.6381119157255675, 0.7303531298536359, 0.5922472538981285, 0.0, 0.7326392663391071, 0.0, 0.5650203435916197, 0.0, 0.0, 0.5125059697621867, 0.0, 0.0, 0.5199305560986951, 0.6343691671654842, 0.6312189637371548, 0.44301259943632837, 0.5276208496524978, 0.5949098727488404, 0.6166657574487018, 0.5567570101266314, 0.6418252814865777, 0.6103044106117179]"
226,87.81,Human,0.0,1.1095889599131574,"[1.1513230251558098, 1.1532050435504229, 1.1341699647111911, 1.1019335037164955, 1.1584018630580826, 1.1580146133433378, 1.153769591350086, 0.9851011223155486, 1.0256830582328644, 1.144493280493547, 1.0875393530287183, 1.1186691746417372, 1.1218648162420146, 1.1546833214391075, 1.1133080501212242, 1.1129081736132198, 1.101003133861495, 1.158535555863445, 1.1486168666343584, 1.0753162600356252, 1.1031649049529235, 1.141442126608438, 1.1371675228214275, 1.1509238125389554, 1.1168750921893988, 1.1378120538308463, 1.1499346558484655, 1.0436148567256562, 1.1361959085611797, 1.147684862384239, 1.0622599972780011, 1.109309592026674, 1.010759134986089, 1.0457594955090992, 1.1062247266702607, 1.1102125985605897, 1.0875598802756805, 1.099428577498428, 1.0505915556158194, 1.0839062661960643, 1.1037799639528898]"
227,96.67,Human,0.0,0.9789428610690812,"[0.9754819812788965, 0.9693132372479002, 0.9937096345353622, 0.9511175554021508, 0.9799693905838864, 0.9938714247503327, 0.9954855741036962, 0.9644436066399309, 0.9928288247714688, 0.9817997926466533, 0.9762394388019016, 0.8956424272096455, 0.9784264668278609, 0.9866604047800653, 0.9378242966588918, 0.9777210949546646, 0.9883760281222067, 0.9672598071123474, 0.9964313409975845, 0.9820692290686972, 0.9996571393081622, 0.9845186130186675, 0.973180097144179, 0.9858368379722898, 0.9700285167287189, 0.9633671658485509, 0.985590998243408, 0.9880851102154918, 0.9887615141815619, 0.978014837532313, 0.985977619265767, 0.9805221557306556, 0.9813040954649654, 0.9748112568830712, 0.9982868951501475, 0.9557758813417067, 0.9976935804324085, 0.9791497099588751, 0.9997183036737644, 0.9827708330187804, 0.9989345862246917]"
